2.32255	1.92096	0.715045	1.02695	
1.05865	0.733303	1.24257	1.06126	
0.0475823	1.23142	1.56957	0.913836	
0.594964	0.716514	0.688612	0.993644	
1.34438	1.39302	1.20897	0.939038	
1.94877	0.63135	1.16374	0.900926	
0.251222	2.35176	1.10855	1.0149	
1.14976	2.16244	0.826026	1.05141	
2.10463	1.34169	0.954227	1.13193	
1.17413	0.679386	0.931102	0.893693	
0.221719	0.523014	1.24261	0.980642	
0.370504	0.650335	1.3664	0.846451	
1.04652	0.389188	1.13419	1.02881	
2.80532	0.336278	1.02281	0.976643	
0.948332	0.975816	1.29793	1.09163	
1.6164	0.830391	0.581039	1.06286	
0.270347	2.10243	0.78409	0.777967	
0.739689	1.04205	1.4463	0.93969	
1.57615	0.675577	0.679107	0.792729	
0.291265	1.28788	0.940712	1.31793	
0.599438	0.458557	0.414921	1.03745	
0.109101	1.52444	0.936958	1.02697	
2.19029	1.79776	0.572057	0.86518	
1.92323	1.1066	0.991819	0.852632	
2.79992	1.37224	0.627113	1.0126	
0.509595	0.099841	0.96912	0.862256	
1.70102	2.25564	0.867537	0.990428	
1.75523	0.498195	0.687329	0.826133	
0.625193	0.571462	0.957197	1.17184	
0.480628	1.02466	1.41155	0.971885	
3.43475	0.362704	0.597664	0.930467	
0.620163	0.33542	1.01081	0.957178	
0.746094	2.2308	1.09179	0.807407	
0.125267	0.141886	1.58256	0.953068	
0.0056696	1.50225	0.919268	0.987478	
3.40646	1.04458	0.992767	0.964322	
2.22095	1.87411	0.897357	0.907904	
0.562008	0.202231	0.556405	1.12288	
0.272634	0.223097	0.601415	0.939934	
1.4336	1.29746	0.919372	1.08267	
1.89577	1.2174	1.338	0.961674	
0.0345275	0.929467	0.838497	1.10333	
0.0258733	0.344304	1.14396	1.14842	
0.29894	0.908806	0.708524	0.952958	
1.92775	0.767103	0.566627	0.871453	
1.91712	0.59743	1.20464	1.01235	
4.17223	0.197647	1.20112	1.04287	
1.25066	0.41689	0.760866	1.07411	
0.651511	0.46229	0.725542	0.969828	
3.02446	0.076906	0.849193	1.06092	
0.571184	0.54231	0.844403	0.922149	
0.729396	1.5456	0.962629	1.09476	
0.172041	0.690982	1.2556	1.0632	
0.500619	1.76996	1.03255	0.995832	
0.882342	1.34349	0.854661	1.13715	
0.452319	0.776543	0.943735	1.13319	
0.115793	0.803319	0.729519	1.14168	
0.553637	1.70466	0.875801	0.999937	
0.780394	1.12737	0.890562	1.14232	
1.04879	0.786532	1.18366	1.06473	
0.49955	0.171488	0.897591	0.990189	
0.0200391	1.64805	0.728749	1.01234	
4.30384	1.09533	1.28474	1.1383	
1.28618	1.467	1.15573	1.01308	
0.970969	0.235898	0.802057	1.1604	
0.123482	0.859102	0.662069	1.0441	
0.427253	2.273	1.28387	1.01075	
0.173429	0.0429483	1.40235	1.02098	
3.38824	2.66199	1.30353	1.09266	
0.00454463	0.331848	1.27561	0.949341	
2.06141	0.721952	1.45179	1.05426	
0.0771952	0.499262	0.9553	0.919968	
0.677281	2.00149	1.24399	1.06127	
0.463624	0.864953	1.37524	0.961978	
0.135705	0.285143	0.948161	0.955928	
0.0225299	0.648735	0.836844	0.885991	
0.466705	1.11696	0.884855	0.995177	
0.949052	0.564826	0.400849	0.969588	
0.344833	1.13848	0.97399	0.941403	
0.772389	0.801293	1.17871	0.832267	
0.226388	1.09552	1.02541	1.15472	
0.191493	0.664186	1.05292	0.907356	
1.90721	1.02508	0.550083	1.01546	
2.19039	1.27347	0.942451	0.964945	
0.936496	0.265847	1.14222	0.922073	
2.79714	0.476068	0.755499	1.11159	
5.52367	0.445787	1.53048	0.9289	
1.41666	0.384087	1.47538	0.974916	
4.25348	0.98005	0.941343	1.1053	
0.0355451	0.0835105	1.2338	0.897595	
1.11741	1.24113	1.25531	0.925672	
1.61664	0.463082	1.70196	0.899291	
3.71069	0.98685	0.529168	0.995839	
1.75547	1.34934	1.07772	0.985928	
1.24612	0.427565	0.592882	0.834022	
0.591602	2.13212	0.98956	0.952647	
1.60999	1.03085	0.598911	1.01238	
0.24356	1.31348	0.802611	0.857257	
3.24287	0.508331	1.05132	1.05075	
1.48699	0.852389	0.460314	1.07788	
1.41053	2.30063	1.1873	0.851119	
0.981002	1.17663	0.549819	0.948479	
1.29462	0.58011	0.974963	1.16213	
0.592685	1.24996	0.400528	1.06273	
1.42694	1.49505	0.944861	1.18217	
0.00647792	0.165477	0.559407	1.09964	
0.0171586	1.00946	0.580899	1.07759	
0.972136	0.313306	1.50276	1.18881	
0.206772	1.02848	0.791823	0.975599	
1.48782	0.63639	0.833526	1.07283	
1.18759	0.219775	0.833185	0.924613	
1.28407	3.94644	1.22575	0.995646	
0.527009	1.77021	1.06601	1.03614	
0.603538	0.852393	1.61978	1.18474	
0.69052	0.671536	0.982258	0.959564	
0.702752	0.314993	0.785376	0.901142	
0.0290938	0.312256	0.73576	0.996788	
2.73556	2.18596	1.18081	0.998111	
0.575778	0.114231	1.48573	1.13829	
0.629279	1.21993	1.00568	1.03588	
0.223186	1.154	0.587413	1.0269	
0.154045	2.34056	0.844207	0.840225	
1.78605	0.275252	0.93612	1.10388	
0.832635	0.948937	1.58702	1.01471	
0.957476	0.682918	0.641493	0.956875	
0.650058	1.30075	0.539702	0.918411	
0.861657	1.46183	1.08215	0.860666	
0.188567	1.02457	0.674411	0.845663	
0.370941	1.20656	1.1726	0.921934	
0.238005	1.05374	1.01174	0.943336	
0.574929	2.88976	1.1762	0.885622	
3.11103	0.998499	1.11172	0.888769	
1.31137	0.219925	1.28151	1.00989	
1.32134	0.553069	1.11336	1.00862	
0.48991	0.0790958	1.2678	0.93763	
0.143733	1.96435	1.10233	1.08692	
0.796959	0.254998	0.828075	1.01486	
1.64983	1.24781	0.659049	0.89437	
0.590649	0.802675	0.525941	1.14052	
0.486687	0.886085	1.36469	0.877611	
2.1697	2.30143	0.76991	0.975917	
0.525152	1.56963	1.19842	1.0548	
2.82156	1.56432	1.44207	0.855388	
0.523711	0.195607	1.54267	0.923344	
0.675109	0.933269	0.840772	0.971046	
1.19605	2.11915	0.81698	1.1391	
1.52256	1.23857	0.975286	0.959478	
0.0856978	1.87166	0.537571	1.26613	
1.14323	0.187171	0.686817	0.958764	
0.0168593	0.205439	0.822492	1.22342	
1.41698	0.0713166	1.20363	1.23643	
1.28347	0.489377	1.29367	0.998325	
0.218147	1.96814	1.01333	1.0675	
0.986721	1.10652	0.716796	1.23515	
2.75971	1.10253	0.828691	1.12553	
1.48714	0.18393	0.528068	1.01617	
1.3999	0.998823	1.26124	1.08741	
0.0436843	2.05436	1.16311	0.943195	
0.752714	0.540347	1.31458	0.878359	
0.358139	0.766116	1.46085	0.903472	
2.72693	0.671987	1.20624	1.00603	
0.50133	1.33598	1.70421	0.918346	
0.905732	0.237086	0.932957	0.971151	
2.96069	0.22579	1.56322	1.27011	
0.793145	1.82749	0.669946	0.857652	
2.26019	2.72614	1.10014	0.916735	
0.222878	0.707111	0.902874	1.06897	
2.07776	0.616246	1.00711	1.0971	
0.156808	1.50184	1.57223	1.02516	
0.467862	0.746312	1.01263	1.01553	
0.451582	0.944942	1.05908	0.799316	
0.251359	0.601038	0.989698	0.957247	
1.00019	1.60909	0.711855	0.91221	
0.592622	0.435396	1.23381	0.931647	
1.27623	0.523923	0.850064	1.02978	
0.727752	0.989691	1.17636	0.814749	
0.771369	0.641576	0.726683	0.951057	
0.628499	1.96026	1.14613	1.00454	
0.314851	1.90255	0.949909	0.85623	
0.205868	2.82785	0.527275	1.01501	
0.899314	1.96228	1.03507	0.998485	
0.164195	0.086481	0.970145	1.03643	
0.10373	1.91323	0.833144	0.972681	
0.132426	1.74978	1.4792	0.786836	
1.2523	0.484218	0.755086	0.994069	
0.109791	0.195305	1.06353	1.08935	
0.647461	0.731338	0.985543	0.960165	
0.763213	1.13999	0.88168	1.03798	
1.11791	0.998727	0.708226	1.00258	
0.467152	0.840048	1.30166	0.88355	
0.0200772	0.742728	0.856714	0.812069	
0.863448	0.605414	1.36233	1.0216	
3.34465	0.632153	0.602043	1.05983	
0.0344226	0.688476	0.852253	0.844605	
1.01998	0.400458	0.901438	1.13989	
1.20174	0.37706	0.877035	1.08417	
0.299071	1.01573	0.452506	1.19181	
0.959595	0.310564	1.16987	1.0134	
0.336093	2.01106	0.572344	0.994516	
1.30489	1.12276	1.03227	0.902539	
4.74866	0.438999	1.10104	0.93633	
0.175529	2.57142	0.694125	1.25541	
1.44288	0.903345	1.01113	0.928577	
0.783027	0.824494	0.706019	0.904867	
0.074533	0.482478	1.45876	0.891278	
1.95407	0.271996	1.27741	0.946959	
0.791516	2.28096	0.800547	1.0926	
0.480374	0.526547	0.962201	0.929811	
0.250897	1.60483	0.868898	0.837547	
1.14119	0.568905	1.59934	0.968536	
0.0454858	2.28866	0.526253	0.890941	
2.41541	0.835966	0.649565	0.949193	
0.667373	0.803772	1.10076	0.922279	
0.128991	1.48345	1.98151	1.00751	
0.560706	1.49438	0.658386	0.943832	
0.656417	2.23735	1.04267	1.08128	
0.101038	0.600551	1.24612	1.13397	
0.174234	0.409532	0.832857	0.94464	
